rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
2.125,Terrible Car / Forgettable experience,Sandy ,12/02/2010,,,3,2,2,2,,2,2,2,2,"After almost decades of owning premium / luxury cars, I made the regrettable decision to buy a Hyundai. All my friends and family were skeptical. I have spent the past several months working with dealers and HMA Consumer Affairs to address the problems. Every time they tell me they DO NOT see the problems. Is anyone else having these problems? The whole experience has been extremely disappointing. 1. Rattling / grinding sound when driving at lower gears 2. Jerky transmission shifts 3. Squeaking / cranking sound from the rear seat when driving 4. Loud rumbling noise when starting the car 5. Vibrations while driving 6. Tires worn out at 25k miles 7. Cruise control does not work",Interior space,Hyundai should properly test their car before putting it on the market. Hyundai consumer affairs and dealer service departments need to be better trained and show empathy to customers and stop making excuses! 
5,Great car even with problems,Genesis ,11/28/2010,,,5,5,5,5,,5,5,5,5,"I bought mine used w/ 18,000 miles on it.  It's the 3.8 w/ all options and now has 25,000 miles on it.  It has been flawless with one exception - an electrical problem that effected the stereo.  After replacing all components (some twice), Hyundai had over $18,000 in parts at retail price back into it. I was also without it for at least a month.  Also, I hadn't had the car for a week when the a stone hit the condenser and I was hit with a $530 bill to fix it.  Overall, I haven't been pleased with they responses from Hyundai, but the dealership tried hard to make my happy.  All of that aside, I still love the car.","I love the way the car looks (both inside and out), drives, comfort of seats and the quality of materials used.  I get lots of looks with people trying to figure out what it is.  I was looking at the E Class, but am glad I made the decision I to try the Genesis.  W/ everything now working, I love it","While I enjoy the stereo, it's not nearly as good as others I've owned.  The price to fix items is absurd and the inability to get parts is crazy - sometimes up to a month for a part.  They need to be more honest w/ the warranty.  It's only 3 years 36k on electronics.  "
5,E Class  MB has nothing on this car!,lag ,10/31/2010,,,5,5,5,5,,5,5,5,5,"The factory Dunlop Sport 5000 tires were a disaster--noisy, rough riding. They might be fine if your planning on doing some late night ""drifting""in your local Walmart parking lot! I doubt that most purchased this car with that in mind! Most of my driving is long distance touring and those tires were not compatible with that driving style--replaced with Kumho Ecsta LX Platinum ""sneaks""--what a difference--very quiet--very smooth--great wet road traction and all but eliminated that choppy ride except on real bumpy back roads. Not quite the ride of the E Class MB (realistically the benchmark of ""smooth"") I dumped but real close on the open road--definitely not worth the price difference!  ","Fit, finish, interior and exterior design, comfort, ride(after ditching those Dunlops), performance, mpg(consistently over 30 mph on highway trips on regular fuel). Only one problem in 30,000 miles--throttle position sensor replaced.","Suspension ""tweak"" to eliminate the chop on rough road surfaces and a better pairing with tires would make this car exceptional rather than Excellent! This might be the best car I have ever owned!!"
3.875,Pros and cons,npg ,10/20/2010,,,3,5,5,5,,4,3,4,2,"Unless you own a tire shop, don't buy. Although maintained properly, the rear (drive) tires were junk in 15,000 miles! Don't buy the optional GPS/Camera System---Pitiful! Rides like a tank!","Draws many compliments. Roomy trunk, many luxury features for much less money. Great bumper to bumper warranty.",Replace GPS/Backup screen or don't offer! Soften ride ! Improve tire life
4.5,I just bought it,zoodoo11 ,10/17/2010,,,4,5,5,5,,4,3,5,5,"I saw the commercial for the Genesis, had to check it out.  The car looks good, inside and out.  Both the driver and passenger have power seats.  Plenty of pick up, 290 horse.  When the windows rolled up nothing but quiet.","The stereo system, out of sight. plenty of acceleration.","The seats are very hard.  I went to an upholsterer.  Added foam to the drivers seat.  The passenger seat is the same way.  The car came with tinted windows, at night hard to see cars from behind, the windows are very dark.   When going over bumps feels like your in a truck, very hard. "
4.625,Love My Genesis,Sharon ,09/20/2010,,,4,5,5,4,,5,5,4,5,"I love this car.  It is unmistakably the most beautiful car I have ever owned.  It turns heads every day and the color (Cabernet) is gorgeous.  Most of the complements I get are on the color.  The paint is flawless even after 7 months of 95 degree, blazing sunlight.  The performance is impressive and the interior, quiet and comfortable.  I love the sound system and the tech package works great.  I  had to have the console control replaced under warranty and there was a problem with an emission control part that was also covered under the warranty.  Other than those minor inconveniences, I really am happy with my car.  My only complaint with the car, is the ride.  It rattles my teeth.","Overall look and performance of the vehicle.  Navigation system is excellent.  Car is beautiful, and has people following me around to see what it is.  Dealership service dept. courteous and tries hard to please.  Parts almost always in stock or readily available. Gas mileage is excellent.","Please, Hyundai, help me find a way to improve the ride on this car.  On good roads, it is sweet, but on nasty Louisiana back-roads, it is killing me."
5,Good car for your money,sami ,08/31/2010,,,5,5,5,5,,5,5,5,5,I like the ride and handling of this car. The leather finishing is fantastic. Adaptive lights are great and the sound system is great also.,"Cooled seats, sound system, proximity entry, strong xenon lights, etc.",None
4.625,Not quite what a luxury car should be,ddmoore ,08/14/2010,,,4,5,5,5,,5,4,5,4,"I leased the Genesis when it first arrived at the dealers.  I will be turning the car in soon and finding a replacement due to some issues I have with the car.  The stereo has terrible sound quality.  They claim this car has the same stereo as a Roll Royce.  Well I guess the stereo sound is bad in a Rolls too.  The car has plenty of power but has a problem putting the power to the road.  The six-speed transmission has a shift point from 1st to 2nd right in the middle of a turn from a stop that makes the car ""jump"" and engage the traction control.  The stereo only supports 1st and 2nd generation iPods.  I've never been able to use my iPod.  If they fix some of these issues, maybe I'll buy one.",The car is beautiful.  The seats are comfortable and the interior layout is good.  The trunk is spacious.  The bluetooth works well.  It gets good gas mileage.  This car is capable of using regular gas instead of premium like other luxury cars.,Fold down rear seats 4th and 5th Generation iPod support Better stereo sound Improved Traction Control Power outlet in the rear seat area Needs an AWD option
4.875,Excellent automobile,rjj ,08/06/2010,,,5,5,5,5,,5,5,5,4,"Nothing is perfect but in my opinion there is not a better automobile for the money nor one worth the cost of the difference up the price scale. Mine cost $32,600 and it's flawlessly built and has been completely problem free for the last two years. Everyone notices it and comments glowingly about its interior and exterior look. The more I drive it the more I like it.","quietness, confident driving characteristics, good looks, power and fuel economy","replace the rather hard Dunlop tires with a more compliant tire - I chose Continental Extreme Contact-DW - they are remarkably better handling and responsive, quieter and softer riding, plus lower rolling resistance and long wearing."
4.875,Better than E500,rmkdj ,06/25/2010,,,5,5,5,5,,5,5,4,5,"This car beats the 2005 MB E500 I previously had, hands down.  Simplicity of controls, power, navigation, stereo, seat comfort, gas mileage without premium gas.  Absolutely no problems whatsoever. Dealer is great when I take it in for service, oil change and rotation of tires.  You cannot buy a better car. Buy this car, you won't go wrong.   ","Controls, navigation, cooled seats, acceleration, ride, exterior appearance and build quality.","Better lip on trunk.  If you open the trunk while it is raining, whatever is in the trunk will have water draining onto it."
5,Long-term Update,TNCPA ,06/13/2010,,,5,5,5,5,,5,5,5,5,"Ride quality appears to be the most negative comment by owners.  Replacing the Dunlop OEM tires with Pirelli Pzero Neros ) at (13,000 miles) essentially solved any harsh ride issues that I had with car.  The change in the handling and ride quality has been simply amazing. ",All comments made in my original evaluation remain.  Navigation stands out with simplicity to use as compared to my Acura MDX.  The Genesis is an outstanding value and I would purchase again with hesitation.,"As previously noted, made the passenger seat comparable to drivers seat in adjustments and the cooling feature.  T"
3.75,"85,000 miles and here is the reality",ben ,05/25/2010,,,4,4,4,3,,3,4,4,4,"This car either drifts dramatically or catapults, hard on tires my receiver went bad Hyundai wants 1900 won't do a dam thing for me called lexicon what a joke voice activation also connected to receiver bottom line Hyundai says I use the radio too much. Not all bad though still have 15,000 mile warranty on power train yippee!  ",,
4.625,Sorry Senior ,marty ,05/22/2010,,,5,5,5,4,,5,4,5,4,Transmission still clunks and jerks. No cure available. Hyundai buy back plan worthless. Dealer has been very very cooperative. Sunlight blocks out nav screen and back up camera. Both front seats need more thigh support. No light under hood. Bad blind area when drivers seat is all the way back. Drives like a truck rides like a brick. Fist year deprecation more than 35%. ,Push button starting. Performance. Gas mileage. Rear window screen. Nav system. Soft feel and effective brakes.  ,Cannot raise wiper arms to remove ice or snow. Dunlop tires have no traction on very cold snow days. You can not modulate power to the rear wheels this caused me to spin out. Dunlop tires have shallow tread and to much road feel. Window washers only spray lower windshield. Can not be adjusted. 
3.25,Big Problems,Craig ,05/11/2010,,,5,4,2,2,,2,5,3,3,"We have had the car just over one year. This past week while driving, the entire car shut down.  The dealer towed the car and come to find out the rear engine seal failed; they still don't have a clue as to why.  They are putting a brand new engine in it at no cost to me so their service has been A+. They are sending the old engine back to the company to investigate.  Their engineers and mechanics could not find a reason for the failure, that is why the old engine is being returned to their factory to try and find out why. They gave me excellent service but my problem is; I no longer trust the car. As soon as I get it back I'm selling it. If it happened once it could happen again!!!  ",,
3.375,BAD BAD RIDE. Avoid IT,Bob ,05/09/2010,,,5,5,4,4,,3,2,2,2,"I have leased this care now for 1 year, and I have 2 years to go.  The ride is just horrible.  It actually makes you sea sick on the roads.  The stero is great, the interior looks great.  Seats are comfortable, but you buy a car to drive, and it is the worst riding car I have ever had.  I can hardly wait to get rid of it.  If I wouldn't take a big loss, i'd get rid of it this afternoon.","Interior, stereo system is awesome.",IMPROVE THE RIDE.  Its Horrible
4,Worst Gear Shifting I've Seen,Tom ,04/17/2010,,,5,5,5,4,,3,5,2,3,"The car is OK except for the transmission. This car has a six speed transmission and it searches and searches ans still finds the wring gear. When going up a hill and you need to accelerate a little it will jump two gears instead of one. The transmission will also not 'release' when you slow to stop. I can't coast in it. It is really an aggravating car to drive. Other than that it is a nice car or in other words, 'other than that Mrs. Lincoln, how did you enjoy the play?'  This inability to find the correct gear also has an affect on gas mileage.",Outstanding appearance both inside and out.,Better shifting sequence by transmission.
4,Could add a few upgrades,RK ,03/30/2010,,,2,4,4,4,,5,4,5,4,"Having traded in a Lexus ls430 I was hoping for a comparable car. This model needs more storage space in glove compartment and center consul.  It needs 3 way seats for small passengers.  It needs wheel locks. It needs flatter response when cornering.  Needs more leg room in rear. A 7 speed transmission would help mileage for longer trips.  Otherwise, the car seems to be a good value with good performance.","Large trunk, driver seat adjustments, sound system.",Storage space in front and better seat for passengers.  Wheel locks. Operating manual needs to be condensed and more specific.
4.125,I couldn't put up with the ride comfort,Paul ,03/29/2010,,,5,5,5,5,,4,1,4,4,"I was excited to buy this well priced loaded 6 cylinder Genesis.  I loved the interior styling, sound system, and navigation system. I tended to overlook the ride comfort when I test drove it.  What a mistake.  It was the worst riding car I ever owned. Unless you were on completely smooth roads, the car would bounce back and forth quite a bit.  After 3 months, I took a big loss and traded it in for a used Deville. Am I the only one to be bothered by the ride comfort of the Genesis?","Interior styling, sound system, navigation system",harsh ride
5,A happy owner,Mike ,03/18/2010,,,5,5,5,5,,5,5,5,5,"After owning 2 Elantras and 3 Sonatas and having no reliability problems and next to none other problems with Hyundai cars I got a Genesis 3.8L w/Premium Pkg. Build quality and comfort exceed anything I've ever owned and I've owned Lincoln an Mercedes. Performance, considering the 3.8 is hauling around a 2 ton vehicle, is nothing short of amazing! All surfaces inside have that certain luxury quality look and feel. All exterior panels fit evenly and the doors, trunk and hood close with authority. Everything works as intended and expected. In town gas mileage can be no so hot at 16-17 at the highest, but on a run back from Omaha one day I got 29 which was a pleasant surprise.","The performance, stop, go, cornering. How it sits looking as though it is hunkered down over the wheels. The stereo, 3 level heated seats, seat comfort, ride comfort. The cool interior lighting.",Lose the one push on one push off parking brake. A hand or standard foot brake would be better. The position of the drivers seat belt latch is hard for me to reach. A 2 inch extension would be nice. Exterior design elegant but a bit anonymous.
4.875,NICE luxurious car,gohuskies77 ,03/17/2010,,,5,5,5,5,,5,5,4,5,"When my husband told me that he wanted a luxury sedan, I was worried about the cost.  We test drove many cars and really liked the Audi A4.  As we continued to look, we stopped at the Hyundai dealer to see what they had in the line of luxury sedans and were shocked to find the Genesis.  A gorgeous car at such a low price!!  One test drive and we were sold...done deal!  We have already put 12,000 miles on it and have ZERO regrets.  I do recommend re-badging this car.  I found some neat ""winged"" Genesis badges on Ebay (very much like the Bently badge), pulled the Hyundai badge off the rear and replaced with the new, and added a badge to the front hood.  Makes the car look more elegant.",Exterior styling.  This car really does turn heads.  Especially with the badges that I put on it.  Many ask what kind of car it is.  They are very surprised when I tell them it's a Hyundai!!!,"The Lexicon sound system had 17 speakers including 2 sub-woofers.  I would think that I could make it sound better than it does. Also, the rear view mirrors tilt down when you put it in reverse which makes it hard to see what is actually behind you while backing."
5,Super value in a nice package,almacjr ,03/08/2010,,,5,5,5,5,,5,5,5,5,"I have driven this car on trips and primarily around town and on country road regularly.  It handles with amazing tightness in cornering and traction. Very little if any loss of traction under full acceleration even in corners.  The car came with Sport 5000 M tires and I notice that the trad wear is somewhat excessive as this tire carries a 60,000 mile warranty on tread wear. The car though a little heavy weight wise handles with the agility of a much smaller lighter car.  I have owned 3 BMW's; a 3 and two 5 series cars, two Infinity autos, one a 38 series and one a 45 series and numerous Cadillac autos; this car is extremely well made, plus handles better than many cars not comparable !","The driver amenities, and ease of learning the use of the Navigation and Sound System which is without match ! The interior quality and exterior fit and finish is superior to Lexus and many other brands more expensive. Acceleration is without match both low and high end along with the handling !",I can't think of anything other than the cup holder arrangement in the console as being a drawback and hell who needs a cup anyway !
4.875,FINALLY A HYUNDAI I LIKE,RAMON718 ,02/13/2010,,,5,5,5,5,,5,5,4,5,"After trading in my 2006 sonota for a 2006 azera and having the azera for 3 a half years of misery , i finally got hyundai i LOVE. The car is the best bang for your buck when you don't want to over spend for a luxury car .",The ride quality and the premium leather seats. The lexicon system is not bad just wish it had more amps. The acceleration of this engine WOW. The quietest  car i have ever owned.,lexicon with more punch.A spot to put your glasses in. A fold down rear seat. Power fold in mirrors was on my azera. Sunvisor extentions to block the sun. 
4.75,A Pleasant Surprise,Tom ,02/12/2010,,,5,5,5,4,,5,5,4,5,"Great ride - with a luxurious interior and classy simple exterior look. Got a call from a friend who drove by asking if I bought a Bentley...the Genesis emblems will do that. Everyone loves this car...Have had 3 new Infinitis since 1998 starting with the Q45 and this car does not disappoint. After test driving Lincoln MKS, the CC, and Lexus, the decision was easier than I expected. For the value, luxury and drive, and watching the road test comparisons on youtube against the BMW 5 series, I was sold.  Oh and the warranty and safety features didn't hurt.  ","The look and feel of the car, and the powerful V8. Also the than advertised mileage - which was a surprise.","Thicker floor mats for driver, AWD would make this car a perfect 10 for me at this time.  Improve the mileage even more."
4.5,Shifting Problems,Ted ,02/10/2010,,,5,5,4,5,,4,4,4,5,"My 2009 Genesis shifts from 1st to 2nd gear at about 4 miles an hour from a dead stop causing it to bog slightly, making it very irritating every time you start off.  I tried to get Hyundai to do something about it but they said that even though if shifted quick that it was within their specs.  The problem is that they are looking a numbers and I am driving the car daily, stopping and starting probably 25 times a day.  It is very frustrating but there is nothing I can do about it.  ",,
3.375,Hyundai Genesis 3.8 V6 Tech/Premium Pack,WESTWINDLION ,02/03/2010,,,4,4,1,3,,4,3,4,4,"Overall excellent product; however, beware as there are subtle issues such as alignment (pull to left or right) and very bumpy ride.  I recommend that you invest in cars that do not come with defects and have higher resale value.  Also, company needs to stand behind its products and learn from Toyota's recent recall. ",Car appearance and warranty. ,"Steering system, fix alignment issue and bumpy ride and outstanding customer service. "
4.875,"Attention Grabber, Substance & Style",Attention Grabber ,01/24/2010,,,5,5,5,5,,5,5,4,5,"I bought my Black Genesis 3.8 V6 premium pkg 7 months ago, and honestly I still have people (ok, all have been guys) ask me WHAT it is I'm driving -- at gas stations, grocery store lots, at traffic lights, you name it.  It truly does look like a 7-series BMW, or a S-series Mercedes, but many mistake it for a Maybach or even Rolls because I opted for the ""Genesis Wings"" logo vs. the Hyundai ""H"".  I love the lines of the car, especially in profile, and the performance matches the sweet, unique looks and all the hype you hear!  Tremendous value for a truly luxurious sedan.","Great body lines, elegant interior, punch acceleration, lithe body lines (especially in profile), and an amazingly rich and clear sound system.","If you live in a snowy clime, you really need to know how to drive a rear-wheel in snow (I start in manual mode 2nd gear, downshift, etc).  I think it's more a function of the Dunlop performance tires than the car, though -- it rides so tight on a dry road!"
5,Love my Genesis,Nidal bouchedid ,01/20/2010,,,5,5,5,5,,5,5,5,5,"I only have 2000 miles on my Genesis, however this car is so much fun to drive. The ride is comfortable and quiet, acceleration is superb for a big car, and the price is right. I also own a Benz E 350,a BMW 525I and a Hyundai GX350. Everyone in my household wants to take the Genesis. No regrets..","Acceleration, interior, quite ride, comfort",Blue tooth download of phone book. 
4.875,Love my Genesis V8,Genman ,01/17/2010,,,5,5,5,5,,5,5,4,5,"I own a BMW 525i and a Mercedes E350, I have more fun and get more looks when I am in my Genesis. The ride is smooth and quiet, power is plentiful, comfort outstanding, all kinds of bells and whistles, done very tastefully. I recommend this car to anyone who is looking for German performance at a beer budget. ","Performance,interior quality, comfort and clean looks..",Genesis emblems factory installed.
3.75,sorry senior,marty lenny ,01/03/2010,,,4,4,4,1,,5,4,4,4,After a few months non repairable transmission shifting problems. Drivers seat cushion repaired four times. Dunlop tires edges wear causes noise and vibration. Sunlight blocks nav screen and back up camera. Window washers only spray lower half of windshield. When starting the car in moist weather half the windshield fogs up. Windshield wiper blade still rubs even after being replaced. No light under hood. ,push button starter. smooth flow of power.Head lights. low pressure tire warning. ,Have complained many times to HYUNDAI CUSTOMER SERVICE about transmission -tires-seat cushion-etc.Dealer has been outstanding but HYUNDAI CUSTOMER SERVICE really means nothing. 
4.875,NOT FOR SNOW!,tomfromnewyork ,01/02/2010,,,5,5,5,4,,5,5,5,5,It has been more years than I can remember-since I drove a non-front-wheel (or all wheel drive)car in snow!  I absolutely LOVE my Genesis!!!  But when it snows - I will keep it in the garage and use my wife's Honda civic!,,
5,Best buy on four wheels,thedean ,12/31/2009,,,5,5,5,5,,5,5,5,5,"Yes it's a Hyundai!  I must repeat that phrase at least once every day.  No one can believe that this is a Hyundai.  Even the guys at Big-O tire asked if they could take pictures. The same happened when I had the windows tinted.  In short, I have purchased 1-2 new cars a year since 1990- all brands and makes from Corvettes to camrys.  With 5 cars in the garage we have a choice, and without fault the car that is out of the garage first is the Genesis.  Personally, I like the gas mileage of the v6.  hwy 28 mpg and 23-24 mixed driving. Very impressive for a full size family sedan. (and no- I don't work for Hyundai or any car biz.. I always wonder about other people that write these things :)",The ride and visibility are unsurpassed.  The XM stereo is outstanding,Not much.  adjustable sun visor
5,"13,000 mile update",DGSVerona ,12/29/2009,,,5,5,5,5,,5,5,5,5,"This is an update of my original review.  I have the 3.8 V6 with premium package and all available options.  I've had the car for 9 mths and it now has 13K miles of semi- aggressive highway & city driving experience.  I still love this car!  And here's the best part, since I've owned the car the only service required has been scheduled maintenance.  No rattles, no signs of wearing, and still fun to drive.  In the snow (we had an 18 in. snow storm last week), it handled better than expected.  I did struggle up a steep hill that wasn't plowed well (4"" of loose snow on road) but otherwise the car did fine. I don't have any issues sports handling - but the ride could be smoother.  Buy this car!","I love the Lexicon sound system - and the tech package features.  The car is still whisper quiet and the handling is superb.  The seats are very comfortable for long drives and the zoned Heating and AC (front and back) is outstanding.  The luxury interior is outstanding in appearance, fit, & finish.","The 2010 model has some of the improvements including adaptive cruise control, improved suspension, and touch screen Tech pkg.  Would also like bluetooth to import phone book, fold down back seat, and blindspot alerts.   None of these suggestions would stop me from buying this car again. Go buy one!"
4.875,I never thought...,Woodsfortysix ,12/27/2009,,,5,5,5,5,,5,5,4,5,"Having driven 3 BMWs, an Infinity, and an Acura RL, I never thought I would own a Hyundai.  Now I have two - a Genesis 4.6 and a Veracurz Limited.  They obviously are doing something right.  I tend to look at my new cars very closely - the only issue I could fine with this vehicle was that one tire was 1 pound under inflated.  I think I can live with that.  ",Audio system Interior & exterior styling and interior space USB / iphone interface Handling and performance ,"Would like to see Nav system improved to include locations that can be found via the voice recognition system. Driver information system seems to be only ""adequate"" - would like to see more information available. AWD would be a good option that I would like to have next time."
4.875,Forget The GPS,NPG ,12/25/2009,,,5,5,5,5,,5,5,5,4,"Great fuel economy. Easy to drive both city and highway. Sound system good. Proximity warning very helpful. Would buy another one but without GPS.  GPS TERRIBLE ! Hand held units much better. Not enough words to describe how bad the system is. Don't get that accessory, buy a hand held. ","Fuel economy, appearance, pep, seat comfort, heated, cooled seats.","Put a decent GPS in it. Improve ride, leave the ""sporty feel' to the coupe."
