3.375,Fuel and Gas Leak from engine compartment,stevent2 ,01/04/2012,,,4,4,2,3,,3,4,3,4,"I brougt it in to the Toyota Dealer to repair this fuel and gas leak issue on my 2008 Sienna Le. I file a complaint to Toyota corporate because it sounds like similar problem with recall on the fuel leak for other Toyota/Lexus models. Join me on this complaint if you have similar issue with your Sienna van.Toyota Recalls 1.7 Million Vehicles Over Fuel Leaks in January 26, 011http://www.huffingtonpost.com/2011/01/26/toyota-recall-fuel-leak_n_814124.html",Styling and car-like steering.,Fix gas leak issue and better quality control.
3.125,"A/C Line Corrosion after 3 yrs, Extreme Tire Wear",watsonk ,04/15/2011,,,3,3,3,3,,3,4,3,3,"2008 Sienna,3 years and 2 months old, experienced A/C coolant leak due to tubing corrosion underneath the vehicle at the rear.One A/C compressor is supplying coolant to both front and rear A/C units.Dealership quoted over $1,300 for the tubing replacement andblamed corrosion on road salt in Western PA.No guarantee that it will not re-occur in 2-3 years.This is a manufacturer defect!First set of Dunlop tires worn out after 19,000 miles.The second set of Goodyear tires is nearly worn out after 20,000 miles.","Roomy, various cup holders and pockets, 5 CD changer, electric sliding doors.","Reduce engine noise, front seat middle console instead of folding tray, no more cheap plastic bumpers, more fuel economy, better tire wear, better rust proofing for underneath the vehicle such as spare tire cable and A/C tubing. "
3,If you have captain chair in 2nd row beware!,roadtripmom ,03/02/2011,,,1,4,2,4,,4,4,2,3,"This is my fourth Toyota I have owned so naturally it's a brand I think I can trust. We bought van with the 2 captain chairs with arm-rests. The chair that sits behind the front passengear (seat belt is not attached to the wall of the car) I believe does not work properly. BE WARNED--If you recline the chair more then 90 degrees the seatbelt will tighten until you cannot move. Or if you are reclined at more than 90 degrees, you will not be able to strap yourself in. Have complained to Toyota and they told me this is the ""design"" of the chair and not a flaw.They refuse to fix or are incapable of fixing. This Toyota will be our last. Do not get DVD player from dealer. Others have same issue?",Roomy in the back and great for road trips,"DVD player installed from dealer is of poor quality for the amount of money paid. 2nd row chair needs to be re-designed so that it is functional and not a hazard. The air circulation button tends to turn off /on by it's self. They say this was an ""improvement"" in the design. Go buy a Honda!"
5,Excellent Car for a Mother of 4 ,lmk6 ,01/22/2011,,,5,5,5,5,,5,5,5,5,"I have had the Sienna for 2 1/2 years now. It has never had to go in the shop for anything except maintenance.It has been very reliable.This is my second sienna. My first one was rear ended by teenager while I was stopped waiting to turn left. Nobody was injured except for the car.Having 4 kids, the ability to move the second row seats next to each other is a big plus. The second row seat that is mobile has a seat belt attached to it instead of the wall. Since I have the second row seats next to each other there is a nice walkway to the back.My only complaint with the Sienna is that the tires that come with it do not last.Overall, I am very pleased.","Second row mobile seats; navigation system, rear dvd entertainment.
 ",better tires
4.5,Love it so far,iJet ,10/30/2010,,,4,4,5,5,,5,5,4,4,"My first used vehicle bought.  So I was nervous.  This is our first mini van and so far we LOVE it.  Good ride, good room. Do have that certain RPM drone in exhaust, but paying 16.9K for an 08 with 34K miles I can deal with it just fine.  ","Room, smooth ride, seating options, cabin lighting quality and reliability (so far)",Find a way to get rid of the resonating drone at certain RPM.
4.375,Great Toyota reliability,So. Calif. Toyota ,10/22/2010,,,3,5,5,5,,5,3,4,5,"I am 6 feet tall and the only major issue is the legroom. The Toyota Sienna center console is very wide and my right knee hits the console and is very crowded for a 6 foot tall person. Except for the comfort issue, this has been a great minivan. The Toyota has about 20,000 miles with no repairs. The Toyota is smooth and fast on the road. I also own a 1999 Honda Odyssey which has more legroom for a taller person. The Honda Odyssey center console is 3 inches narrower than Toyota. I prefer the Honda Odyssey for seating comfort and the Toyota Sienna for a fast, smooth ride. I am currently planning to buy a Toyota Highlander which has more legroom for taller people. ","Smooth ride, fast acceleration, nice handling. Reliable.","Make the center console narrower. I realize the target market may be soccer moms, but Toyota should try to make this van comfortable for people 6 feet tall."
3.5,Not what I thought it would be,my2sons ,10/12/2010,,,5,4,1,4,,3,3,5,3,"I have always taken care of my vehicles,changed the oil, rotated the tires every 5,000 miles and did what the manual said but I am so sorry I bought this Sienna, At 60,234 miles i am going on my third set of tires.All I do is highway driving because of where we live. the front end is always out of alignment and you cannot tell when it is out of alignment because there is no pulling to either side.So every oil change I have to pay more$ to get the front end checked/ I do average 24 mpg  and I haven't had any engine trouble. I must say the engine has good pep when you need it. The tires that came with the vehicle only lasted 30,000, But 3 sets of tires It makes me furious.", I do like its gas mileage and it has a good ride to it. Like the way the second row seats fold forward. ,Toyota needs to put a little more quality into their vehicles and quality tires.this van is very noisy a little more insulation without more cost to the hardworking consumer. No more toyota vehicles for us.
2.5,Sudden exceleration---not the good kind,Guy Whalon ,06/27/2010,,,3,3,3,2,,2,3,2,2,"We have owned this Sienna for a year and we were pretty happy with it.  UNTIL, my wife and kids experienced a sudden acceleration moment when the car launched itself through a Subway sandwich shop. The police report listed the cause of the accident as ""undetermined/sudden acceleration"".  The body shop would not replace the air bags or seat belts because of Toyota's past history with these problems.  The car was sent to a local Toy dealership, whereas they turned the car away until Corp could made a decision.  I contacted Toy Satisfaction Team they did an eval on the car, after 30 days they still won't tell me if the car is safe to drive. This will be the last Toyota we will ever buy.",Well designed interior with flip up tray in between driver and passenger seats allows either brief case or purse to be stored easily.  ,"If Toyota Satisfaction Team cannot render a decision if the car is safe to drive at the time of the evaluation, then the car should not be released to the owner to drive.  Inclusive, Toyota should pick up the cost of a car rental during this process time."
3.375,I regret buying this van,Farmallfixer ,05/26/2010,,,4,5,3,3,,4,4,2,2,"The fit and finish of this van are pitiful.  40,000+ for rattles, squeaks and an engine that sounds like its gonna blow every time after a cold start.  The tires are absolute junk and only made it 22,000 miles.  The navigation system only lets you look up addresses and adjust the DVD when stopped. My dealer support is very poor and Toyota's help help has been even worse,  every time I call with a common problem that you can find all over the internet ""they have never had complaints about this problem before"".  I have owned 9 Toyota cars and trucks over the years and the quality of my Sienna and the dealer support I have received might keep me from buying another Toyota",Rear dvd Navigation 3rd row seats fold very easily. climate control is great,"Navigation needs to be able to look up addresses and adjust DVD while moving.  Gas mileage should be better.  The factory tires were terrible.  I expect MUCH better support from the dealer and Toyota when I pay a premium for a Toyota.  I didn't buy a $20,000 Kia. I bought a Toyota and just expected more"
3.5,Sliding door problems,Unhappy ,05/16/2010,,,4,4,2,3,,4,5,3,3,"Overall, the van is good value, very comfortable and drives smooth. Had 3 problems so far - The laser guided cruise control is located in the bumper. Must have hit a snowbank and it is out of calibration (want $800 to re-calibrate).Who would put such a sensitive instrument in the bumper is beyond me. Continuous problems with sliding doors. Has refused to latch intermittently from year 2. Dealer did not do anything, since it worked  at the shop. 10 miles past the warranty, one door permanently refused to latch - luckily had purchased extended warranty. The second door failed a month later - with a child sitting in the seat!! I am not certain that i would buy a Toyota again. ","Seats, ride, navigation system.","sliding doors, laser cruise control."
4.875,Happy owner. ,Al ,03/23/2010,,,4,5,5,5,,5,5,5,5,"Safety features and styling were two of the big reasons I purchased my van. In addition to the traction and stability control the engine performance for a vehicle of this size and weight is remarkable. I had some reservation when I looked at the EPA estimates of 17/23. Not to worry,  after 35,000 miles I am averaging slightly under 24 MPG for local and highway driving combined. I have recorded almost 28 MPG on the highway. I have also experienced the engine clatter on cold start. Assured twice by the dealer that this is not a problem. Overall, I am very happy with this vehicle.",Comfortable ride and engine performance. Also like ease of making rear split seats disappear to increase cargo space. Lots of space and relative quiet ride.,Change the cup holder design. Present configuration (rubber leaf) tears  foam plastic cups when removing the cup from the holder. Change the location of the gas cap door release. Have to open the door to get to the release. Rear window wiper can't be flipped out to clean window like front wipers.
2.875,It's a minivan,Greg  ,03/14/2010,,,4,3,2,5,,3,4,1,1,We have owned our sienna for 18 months. Trading it in a few days for a Benz.  The gas mileage is absolutely horrible. We average 15.9 on a trip. Ridiculous!  Rather uninspiring handling.  Acceleration seems doggy.  Faux wood trim doesn't belong in a $41k minivan.  Putting down the 3rd row seats is inconvenient.  Save some money and buy a town and country.  ,Power lift gate Power slide doors AWD,"Fuel economy make it feel like luxury oh yeah, make all Windows auto up/down make the exterior mirrors have a defrost option. They include blinkers and the automatically fold in, but no defroster, are you kidding.  No heated steering wheel either.  No option for a spare time with run flats!"
4.75,Would Buy Again,Two Time Owner ,01/09/2010,,,5,5,4,5,,5,4,5,5,"Our first van was totaled with no injury to occupant.  We haul grandkids all over  and love the Sienna.    The automatic sliding door malfunctioned after vehicle was out of warranty - replacement part too expensive - disappointed about that.  However, overall it is a great van.",Comfort and style.,Suggested change would be better heating system; it takes a long time for front section of van to warm up.  Would also love to see back-up assist.
5,Sooo much better than Honda Oddy!,Katrina ,12/30/2009,,,5,5,5,5,,5,5,5,5,"I bought the Sienna in June of 08. The Sienna is quiet, has a smooth ride and is very comfortable!!! The 8th seat is a must!! I am thrilled with my purchase! With 30k miles so far I have had no problems",8th seat! Quiet cabin. Smooth ride and comfortable seats (great for long trips).,Nothing
4,"Knock, Knock, Knocking on...",CS ,12/29/2009,,,5,5,3,3,,4,5,3,4,"We enjoy the styling and features of this van and it handling. The safety features were a big selling point as well: vehicle stability control, traction control and side curtain air bags. All the glory of the safety ratings and features fade away with the knocking we hear from the engine on cold start up during acceleration between 1500 and 2000rpm. This noisy diesel sound diminishes after the vehicle is completely warms. The dealer said there was nothing wrong with the engine just normal lifter noise to be expected with a vehicle of this mileage. EXCUSE ME!!! Well folks there you have it 47,000 miles is the new high mileage bench mark for Toyota. ","Traction control, Vehicle stability control, stow-n-go style rear seat, 6 disc CD changer.","Don't make options like daytime running lights mysterious, it only takes a jumper or fuse placed in the correct slot to activate (see any Toyota sienna forum) Step up and acknowledge consumer complaints about engine knocking with a service bulletin or stand behind this design with an extra warranty."
3.375,Disappointed with Toyota.,BJ ,12/03/2009,,,3,3,3,3,,5,3,4,3,"Owned 4 Toyotas and am underwhelmed with this vehicle.  Previous van was a Kia and would not trade a Kia for Toyota ever again.  This van has terrible fit and finish.  Drivers door, rear gate and trim all are poor.  This van is cheap and uncomfortable.  The engine has sounded like an old truck in cold weather since the day we bought it and have been told that is normal.  If that is normal then they are all garbage.  We bought this van based on reputation but we were wrong.  I guess Toyota should take a lesson from themselves.  Go back to making good cars.",Fuel economy - for a van. Interior size. Power for a van.,Better fit and finish - especially the doors. Correct the engine sound like a diesel truck.  Better and more comfortable seats.
4.125,Great Trip Car,Bob Ricci ,11/21/2009,,,4,3,4,5,,5,5,4,3,Have owned the car for slightly over 2 years. Over-the-road driving is very comfortable with plenty of cabin space and power. This van with a 266 hp engine has a lot of pep!  Fuel economy is nominal. The engine is noisy however but dealer says it's normal for the type of motor used.,"Heated seats, back up alert, and leather seats.",Better sound conditioning.
3.625,I'm too tall for this vehicle,a bit disappointed ,10/25/2009,,,5,5,3,5,,5,1,4,1,"I'm 6 feet tall and my husband is 6'2"".  This vehicle is designed for much shorter drivers.  There is not much thigh support and 3 hour drives are torture.  I am looking to find a ""booster seat"" type of seat for me because I'd planned to have this van for many years.  I bought it because I had a used 2000 Sienna XLE that I flipped over on icy roads and no one was hurt although the van was totaled.  I am disappointed because I am so uncomfortable driving it.   It is currently at the dealership because the radio malfunctioned and one of the tire pressure gauges is broken and shows that we always have a low tire.  I love Toyota normally but have been so disappointed with this one.",I love how easily the seats convert and the amount of room for the kids.,"Don't assume that only 5""7"" moms are going to drive it."
4.25,Get the leather,sylvia ,08/21/2009,,,5,3,4,5,,4,5,3,5,"I often have elderly persons in this vehicle and they have all commented on the comfort of the leather seats and the spaciousness of the cabin. When it's empty & the seats are stowed there's plenty of room for hauling. I traded in an 8cyl Jeep which was seriously noisy; Sienna is quiet by comparison, but still loud on the freeway. I've had it just over 18 months and, knock wood, not a think has gone wrong.  Mileage exactly as stated by the manufacturer (not to say it has great mileage but I am saying the advertised MPG is truthful).  ","The sonar is great - it's kept me out of two fender benders. Leather seats are comfortable & easy to clean, good turning radius, love the automatic side & rear doors. Row 3 seat removal is easy; just stow in the floor. Large trunk area when all seats are up. 6- trac CD player, automatic sunroof.",Would like a quieter cabin while driving freeways.  
4.875,Love my Van!,Anita ,08/14/2009,,,5,5,5,5,,5,5,4,5,"I don't even have any small kids. I have a son playing football 650 miles from home and have driven this van in all kinds of conditions. I haven't had a major problem at all in 40K miles. We got it so loaded up that my friend calls it a ""living room on wheels"".  My dealer is a gem! I developed a little rattle and they took care of it 1-2-3 can gave me a loaner for the day. The car tailgates like a champ. The automatic tailgate is a great convenience when my arms are full.  It's the most reliable car (my first Toyota) that I've ever had.  ","Lots of comfortable room. Love the auto everything - climate control, seat memory (my husband is 6'4"" and I'm 5'2""), rear seat folding, etc. Leather seats have worn very well & still look new. SMOOTH highway driving is great on long trips. It has surprising acceleration when you need it.  ","It is quite annoying that you can't use the GPS at all when the car is moving. Since the airbag knows there's a passenger sitting in the front seat, why not the GPS? The van leans a little too much for me, but that's the nature of the beast. "
4,Noisy Engine,watsonk ,07/08/2009,,,4,4,5,5,,4,4,3,3,"The Toyota Sienna LE engine is very noisy in comparison to my 10 years old Plymouth Grand Voyager. I drove my friend's 2007 Sienna CE, the noise level is exactly the same as the LE: LOUD.  The highway road noise is higher than expected.     ",6-disc CD player; keyless entry; garage door remote; exterior temperature indication and compass.,I own a 2008 Chev Impala LS. It shows tire pressure in each wheel (instead of 1 alarm).  It has On-Star and XM radio (none).  Keyless entry: 2nd press provides a louder sound and arm the car alarm (sound the same and too low). Keyless trunk release (manual release).  Intuitive AC control (confusing).
3.5,Next time not Toyota,No more Toyota fan ,06/12/2009,,,3,4,3,4,,4,3,4,3,"I am not happy with this van.  Shortly after new - right out of showroom - things started falling off. On cold days the engine sounds like it is going to blow - dealer says this in normal.  Cheap plastic bumpers come loose and have to put back in place. Found nuts, clips etc on the floor.  Drivers seat uncomfortable on long trips.  No automatic head lights. This van is less than a year old and looks and sounds like it is 5.  Cheaper than Kia, Honda and Nissan and now I know why!  Will Toyota run and hide again when major issues like engine failure -  or after class action lawsuit scares them will they ""Voluntarilly"" fix problems.  I have never heard a new engine sound so bad at start up.",Price - before GM and Chrysler rebates became available.,"More attention to details.  More interest in consumer complaints instead of  ""we are Toyota"" attitude.  Customer follow up for something besides profit makers like service.  Step back from yourself and take a look at eerily similar car company and where that company is now.  Does GM ring any bells."
3.75,2008 Toyota Sienna LE Tire Wear Issue,watsonk ,05/24/2009,,,4,4,4,4,,4,4,3,3,"At 19,100 miles, and with regular tire rotation, all four Dunlop tire wear are 4/32.  There is something wrong with the tires!  I avoided buying a AWD just to avoid premature wearing of tires (Consumers Report).  It makes no difference!  ",,Tires!
4.5,Best Minivan out there,Holajn ,03/12/2009,,,5,4,5,5,,5,5,3,4,"I come from a family of minivan users. Of all, the Toyota Sienna is probably the best one we have driven yet. It was priced cheaper than common competitors like the Honda Odyssey and Nissan Quest. The Sienna has outstanding power, it can get to 60 mph no problem (under 7 seconds to be exact!). Unfortunately, my family was involved in a severe accident in February 2009 with this minivan. We rolled over at 40 mph, thankfully nobody was injured. This car is incredibly safe. The stabilizer bars in the roof and doors kept the car very sturdy during the rollover. ","The Safety, Horsepower, and spacious cabin. If you are looking to buy a minivan, get this one, it is most worth the money. Do not purchase a Honda Odyssey, Dodge Caravan, Chrysler Town & Country or Nissan Quest. The Toyota surpasses those competitors in every category.",Electronic Stability Control (Known as Vehicile Stability Control by Toyota) should be standard on all Sienna models. The transmission sometimes felt like it would slip as well.
4.25,2008 Toyota Sienna CE,billiam ,02/20/2009,,,5,5,3,4,,4,5,4,4,"This van is well appointed even for the low end model.  However, at low speed, the transmission is very slow to shift with a rev that is unnerving.  The sliding doors just a few months after purchase have squeaked even though there have been several visits to the dealer.  I will be taking my van back to the shop again soon for this problem.  If the simple things not being done right bug you.  Avoid this vehicle until there is a major redesign.  Also there is the interior noise of the engine.  I thought I was driving a diesel.",Well appointed for low end model.  Cruise control is nice.  How the lights turn on when entering the vehicle.,Fix the design of the sliding door.  Change the transmission and the engine noise.
4.75,"So far, an excellent vehicle",Paul ,01/01/2009,,,5,4,5,5,,5,5,4,5,"We just completed a 2000 mile trip from VA to FL and the van now has almost 7000 miles. The ride and comfort were excellent. The vehicle tends to exhibit a delayed response from the trans at some points. Not sure what that is all about. Still not sure what mileage we got on the road but the city mileage is as advertised. Lots of room in the van and it is much quieter than our 2001 Grand Caravan. Acceleration is also excellent. The laser cruise is accurate but you need to plan your lane changes to accommodate how it operates. Not at all happy that the navigation is not operable when vehicle moves even by passenger. Almost a waste!!! Other than that, we are very pleased with our first Toyota.","Sunroof, navigation capabilities (only when stationary - it won't operate by touch), laser cruise, power folding mirrors, quiet ride, audio and entertainment system, household plug outlet ","The navigation is our biggest complaint. I can't believe you can't adjust the navigation when the vehicle is moving. Yes, safety is important but what about passenger use? I have a family of 5 to manage on long trips. Please fix this and provide an override feature. The tires don't grip well in rain"
4.875,"""Simon the Sienna""",Paul ,11/05/2008,,,5,5,5,5,,5,5,4,5,"My wife and I had a 2002 Chrysler Town and Country that we traded in for the Sienna. Oh what a power play move!! The Sienna rides way, way better than the Town and Country. Ours is silver shadow pearl. When we bought the Sienna home, our kids went crazy! They immediately fell in love with it. Even our dog fell in love with it. This will be our baby for a good long time. It is kid friendly, family friendly, and dog family. It's like a part of your family. No wonder why many people own these. A lot of our family members own these, and love them too! We absolutely love it. Simon is the minivan's name, and he is truly loved by his family.",Ride is super! The versatility? Can't beat it! Handling? Super! Gas mileage? Fine. Roominess? Top notch.,These minivans must have back up cameras no matter which model it is. Needs nothing else.
4.625,Good but test drive with care,cos ,10/11/2008,,,5,5,5,5,,5,5,4,3,"The interior and exterior quality are excellent with no problems.  It handles well and acceleration is very good; overall, a reliable and comfortable vehicle.   But a vibration telegraphs into the engine compartment while gears shift and over the road making for a tiring drive;  transmission slips at low speeds.      Driveability is on the low end for a new vehicle.  (Be careful when test driving and take nothing for granted.)   Vehicle is 1 year old with fifteen thousand miles;  14 to 17 mpg around town, broke 30 mpg over the road once, now barely breaks 20.  Test drive with care and get one of the good ones.   (Will think twice about another Toyota vehicle.) ",Very good build quality inside and out.  Very good reliability.  Comfortable interior.     ,More attention paid it seems to fit and finish rather than quality of drive train components.  
4,"Weak Shifting, Steering and Mileage",John ,10/09/2008,,,5,5,4,3,,3,5,3,4,Acceptable performance at best. Sadly disappointed in several key features. Shifting at low engine speeds frequently causes unacceptable shift quality from 1st to 2nd gear. Intermittent but you see it way too often. Very poor gas mileage. I assume many of those who post good mileage are relying upon their electronic readout in the van. My inaccurate readout tells me I get 26+ MPG highway while the gas pump says 21 MPG at best. Same or worse mileage in town than if I drive our 10 year old beater Plymouth van! The engine change Toyota made in their vans a few years back provides twice the noise of the previous engine. The steering is acceptable at best but the weakest of any brand we drove. ,"Overall comfort, and performance. I can only hope Toyota lives up to its reputation for dependability. That was the primary reason for our purchasing this brand. Still within 500 miles it's had two minor electronic issues already.",Transmission shift points at low speeds need drastic improvement. Often winds out in first gear. Steering is weak but acceptable. Engine noise too loud for today's technologies. Toyota still has one of the best products out there but they won't for long if they keep letting things slip this badly.
5,Great van for a growing family.,Robert Cartland ,10/04/2008,,,5,5,5,5,,5,5,5,5,"We are expecting our third child soon and needed a larger vehicle.  We chose the Sienna primarily because it is the only van to offer eight useful seats -- the 8th seat offered by the Odyssey is too small to be useful.  We also like how the center seat can be moved forward for easy access to our expected baby.  Add Toyota's powerful V6 (with a timing chain versus a belt) and better real life gas millage and the Sienna was for us.  We have been enjoying our van, including a trip from Los Angeles to Las Vegas.  It was great being able to bring along the kid's bikes by just putting them in the back of the van (no need for a bike rack).  The van was a gift for my wife and so far she loves it!","We love the front-and-center 8th seat; this is great for an infant car seat.  Also love the room, the ride quality and the STAR safety features.",Add a backup camera to all models - this should be required for all large vehicles.  We added an after-market back-up camera and parking sensor system to out Sienna.  I would also like to see an eight seat option in the upper trim lines.  
